,I usually know all the new and emerging music artists,A music artist's social channels are the most important place for me to check in on,I don’t really think about whether or not news organizations have accurate or unbiased information,I use social media for flirting and dating,My friends are more important to me than my family,"I am eager to see my favorite artists’ video updates on social media (e.g. Vlog, Instagram Story, Snapchat etc.)",I like to discover new artists before my friends,President Obama is the worst President in US history,It isn't fair to bring up young children in a big city,It is perfectly normal if a man wears women's clothes or vice versa,Success in America is more a result of hard work rather than good fortune (having connections and good background),The government is hiding what really happened on 9/11,I think it’s fine if college athletes lose their scholarships when they get hurt and can’t play anymore,People worry too much about the environment,Politics (General Interests),The world would be a better place without smartphones,It is more ethical to be vegetarian,National news,My faith is important to me,"I have been known to ""stalk"" someone on social media","Whilst watching TV, I search the internet for products I see advertised",Family over everything,I would pay for access to magazine content online,I like to go on vacation where activities are organized for me,Anyone who watches Fox News for news is dumb,I don't care what my carbon footprint is,"Across history, religion has done more bad than good",I have never left the country,Transgender people are just confused,I prefer watching TV on my laptop or tablet,cluster
gosnell: the trial of america's biggest serial killer,-0.004842864628673199,0.014877378333073552,-0.003770198650934642,0.026153041966027885,0.018453555514116704,-0.007720243458645373,-0.004676443400643368,0.13612911202228356,0.03686104132622947,-0.025272170876357636,0.09048722767787909,-0.013714498305458844,0.06785487696064524,0.14694495814393949,0.03941033347376566,0.015776972719365873,-0.029558600283816377,-0.01833094678226896,0.05713198100106545,0.024197871074641705,-0.02517390336137179,0.023062934798659396,0.028574140472467924,-0.008850183516712448,-0.08404246511978225,0.11250404004606285,-0.09977633855548854,-0.030062134774006877,0.08161261379671159,0.030476322464087158,7
her smell,0.05985679510100453,0.05148194782988602,0.043678508665112664,0.08065078228818345,0.09702745009061287,0.01948735622020334,0.04747057218142381,0.07523577517386107,0.06206146282422767,0.051985188528598625,0.007338466095804602,0.028134431170833085,0.07785944761073116,0.06437202949808321,-0.027416700281401085,0.06953507999899,0.039502501863470985,-0.05750473041887455,0.0023977161431761596,0.10004310974950326,0.00030414986648605313,-0.048115588088438604,0.10163595359190891,-0.0009405050062622766,0.04865411321972943,0.07163896512779985,0.050617660060283426,0.02846181257118885,0.05226137601337924,0.11289354620121514,3
high life,0.07280997212964979,0.10949296129518868,0.026307339251508632,0.06704197704115727,0.08988327737058535,0.058552818289142605,0.08178488730119482,0.040931660744123216,0.0773862121138636,0.0391665406659959,0.037934189702025584,0.013657330416540658,0.06736121200432593,0.07310332376895379,-0.05472161905569073,0.06284618602449987,0.03416460114658948,-0.0581776581966629,0.032057575027899965,0.1055806338568612,0.06675383819698907,0.028702357763063818,0.09647304928186823,0.05173876308135317,0.021724541962423544,0.08307490732311518,0.022806493956615548,0.0449467151817369,0.04343821919384053,0.10956040615178136,2
hostiles,0.01617666761303005,-0.005713245823896429,0.031232557715884943,0.050321490995925075,-0.024584418808315245,0.009585392737726933,0.014904928685593025,0.0786154721078838,0.08547139899542863,-0.0513724821134218,0.021612772022237617,0.027069124857726515,0.02650483095987391,0.06250219381187255,-0.03001552397619084,0.018202434321653194,0.013286094349721528,-0.008836743516881046,0.0267806089433988,0.03254983714671142,0.025155978870149184,-0.0029418475927664167,0.048231184563207186,-0.007435328962695734,0.005583987560929982,0.06478396158442704,0.012848210251673181,0.02831127942469551,0.04877213254129373,0.02503614136529915,8
i can only imagine,-0.015831852923748058,-0.0011766177774308328,0.026188818592693425,0.026230518578265333,-0.006519491531829791,0.02478751888448294,-0.011250225020995125,0.14569635863082978,0.06361314757852096,-0.08413612542578314,0.09288807405553084,0.014195928686149217,0.06386549179259296,0.1476592777384344,-0.05091039524818086,0.10200597627014504,-0.027002547475299843,-0.06606667645457817,0.15596011725579856,0.0601136076282521,0.004245617215973718,0.04564418434494924,-0.008746831263561017,0.016139763302991272,-0.08917653307439405,0.11173808472124944,-0.14550196142280858,0.06581181013562074,0.1594705889360243,0.015600637166456682,8
if beale street could talk,0.022404186146888355,0.03061838181534582,-0.02070024346170926,0.034686144704470234,0.043382961511083035,0.013260617062929955,0.011554903260708849,-0.07557587023153303,-0.02508799806395917,0.09830254911630275,-0.09502263622431109,-0.034947624710073594,-0.004097515732998186,-0.06854655820874625,0.04648896031871266,-0.025733737503251197,0.06123687541087677,0.06593706750550304,-0.04338055979311459,0.0459286338056826,0.0019278325434068377,-0.02160937748883368,0.068481861341978,-0.027081183551217608,0.09848671097428191,-0.03186864058229627,0.02673678626552206,-0.03737249141067475,-0.056812184165821566,-0.028321051835341282,11
indivisible,0.047815670346297134,0.045480382044840145,0.04908903053876948,0.021246560081076102,0.03935043802838345,0.02071895616821938,0.0007529748998678643,0.030845217444512796,0.04557381117731574,-0.004008370523149049,0.04099644096417465,0.004860163532828851,0.05111292952182217,0.03836046488337155,-0.0019884155179744067,0.0297079811455912,0.018002891633318863,-0.014608404403130354,0.04633187800288724,0.05225668731409894,0.05054791798093633,-0.004474365652511372,0.04398537341919864,0.03940066813444554,-0.001079487537001017,0.017571574992870764,0.0025925887978674456,0.0413630896648334,0.059999735071604554,0.05247431555430132,1
"juliet, naked",0.053055009250452784,0.06118346089016624,0.06629763994654253,0.05101832569736453,0.05897588058783859,0.022528299897531495,0.023891251114898093,0.04801535331829504,0.0686453077818393,0.03834924761033326,0.018344496559838275,0.03560270712247948,0.06512193302165739,0.03086724433426813,-0.042161354230395326,0.07475192905292621,0.0595495122363085,-0.053205434287639936,0.02333333006647531,0.09468338075101765,0.0028249489661778537,-0.014323275394463042,0.06890565508484478,0.05204197753401857,0.06435156983970483,0.045192020530117755,0.027302682826327973,0.023692819276792926,0.04053106661108652,0.08721250136335779,2
leave no trace,0.018789731569777868,0.0424648370782294,0.0011179542514831997,0.0363759270617863,0.004948569936713776,0.013613263463400693,0.0036775063731964153,0.04191782453404358,0.029753707963610543,-0.005947486625510617,-0.014672344889677003,0.011357897830676839,0.030651539107948267,0.024377274980409203,-0.010067760785083563,0.008842328816850542,-0.0035674136779551002,-0.0054911962699776,0.001741415218488307,0.04460834050209592,-0.006631857743386788,-0.005301193366121948,0.018787736594218396,-0.04255726718529551,0.008057392713245987,0.01883695377024397,-0.020266295779510585,0.018041895366990995,0.024120153549594348,0.04058394138915142,4
life itself,0.03892840665360939,0.052676632397842815,0.07884936751734986,0.04025926652416717,0.015436114171213544,0.005111383712335937,0.027982306575040305,0.01343013564799092,0.04351237786660356,-0.012383460612973851,-0.005052723300339734,0.059503615146776434,0.05059502781209302,0.06421268554021334,-0.005930435557430225,0.033022474804351776,0.023395575066522956,-0.04395058838478516,0.022399659411286688,0.039745571184290174,0.015687677995155885,0.002520248268101294,0.05969973246304694,0.019778918990695726,-0.01564930715379151,0.03660668950041027,0.014628760347788705,0.015903741218307732,0.012493840667881895,0.03675376878356085,3
little woods,0.06603938437113888,0.049673149190862353,0.0744374630414964,0.10346387936405022,0.06864284777941132,0.04179967085336053,0.03160365542949034,0.08014895269982578,0.04458445236370662,0.022590567464618128,0.03623434885042534,0.054554274981552964,0.07676220171583023,0.06514748287233502,-0.02051450470144578,0.06428707270336609,0.07141718812429454,-0.02083905141119194,0.021882413336056228,0.11200481805665569,0.03257109094950078,-0.021693676205289614,0.08217921115499474,0.025498873428363933,0.017931187117123853,0.060101402167664686,0.022839205786595346,0.019118490461917076,0.030462350254272158,0.07441325751004596,2
long day's journey into night,0.016889876580654717,0.04321291143331518,0.05543981777634277,0.0283107527663867,0.06626556295145944,0.005654435028363963,0.0076958677682352344,0.030717524224567055,0.05306677206650384,0.026621983640049182,0.02244011139377025,0.02820652741675267,0.044959808173254096,0.03205932099143288,-0.03464436262002901,0.056483339187258064,0.03419703843935967,-0.004463855792359417,0.014005280589523661,0.05713696500273652,0.01565778695173216,-0.02428448398705091,0.09295829974822634,0.010137385018248735,0.051395968233218625,0.019085337813113556,0.0048221291469632555,0.03196191840901333,0.022884833076392636,0.03923525054034732,3
"love, simon",0.06443930171096623,0.07408442240514379,0.04068502176688012,0.10589151901075929,0.06005577890424388,0.060247239690613436,0.08079303974555997,-0.002286557734036354,-0.022574680684100068,0.14917063616279613,-0.05583550878908061,-0.01179241463841818,0.03032020913106584,-0.035299373247298094,-0.022037091820355376,-0.004888120550029629,0.1295248641670827,-0.035306501440472815,-0.06608641726982195,0.09978080528945876,0.04559049266645454,-0.007880268971494964,0.06541942527834273,0.029967016379558772,0.06661971087671031,0.001706823067834068,0.07431169260296963,0.03273383332715363,-0.05909226249740132,0.028710721606744177,5
mapplethorpe,0.022082545560125538,0.02218225977837726,0.011936783667839623,0.01141470121856758,0.1155825087701523,0.001272062766133425,0.03896126203111999,0.011295087197066705,0.03263400672195016,0.09381531148781128,-0.03971156398076828,0.006460859476606323,0.04384180774090929,0.008122027344819482,-0.009020646432298773,-0.008837359425902497,0.05926138059405406,-0.027028937469642716,-0.029087446074521434,0.03858855141842735,-0.011572579725892151,-0.08359764230554403,0.053970295655401485,-0.018027664124621368,0.05265881803798031,-0.008344687824231922,0.05463256278591741,-0.020250491003519056,-0.024048447451326838,0.023534942047957086,4
mia and the white lion,0.030450906380403653,0.05177268130197127,0.026876485967553987,0.026359968472556256,0.0529399493504763,0.04546752031595902,0.03651224542391293,0.05693612716886712,0.001907248318995608,0.0015940285853751346,0.028611064127141622,0.049417300378664486,0.05114751360003883,0.06330827722790311,-0.05650141598737943,0.09117095111623624,0.07658494567080182,-0.03356633620553168,0.022819838571795314,0.036927821640900416,0.01765844475471351,-0.01630115270331925,0.05046965528312555,0.06907566907467144,0.02619015676241368,0.02480405483733525,-0.01456408060970621,-0.0074321493235496305,0.0463259269749067,0.027745501232081804,1
midnight sun,0.017299391457505836,0.028260499012572937,0.014204077452844965,0.04291109117738784,0.07254542978901032,0.047128092331149396,-0.012843796595379667,0.03994523674870826,0.05654551080030931,0.014331801501977298,0.024870616488863156,0.020880360673346365,0.027689078407909712,0.08435391712086696,-0.02903095012130913,0.033584759804399456,0.046907057149174675,-0.03352734762471751,0.035001601433198026,0.03884860538335258,0.02432668910148722,0.028558281359243848,0.05108331787948117,0.024545846881361424,-0.018622024013595806,0.07171218959868286,-0.0019991545800324972,0.04226882160413961,0.03514493188712575,0.02206486994777565,3
molly's game,0.0027713575154571235,0.013899105116172733,0.04752103455042751,0.039622558290273974,0.06834746580662496,0.0024883176654795502,0.02680905989548489,0.024375230611471482,0.03215221098470125,0.03771823793422838,0.008405511211239725,0.003984619880736895,0.02270746324104797,0.05192854735227209,-0.03218073501796298,-0.005224635663674954,0.08735778228515098,-0.01742353187891274,0.005886332807324174,0.023238030917329316,0.021467672689493386,-0.010553876290206876,0.06200305625274105,0.03550932732888207,0.00558530593347914,0.026061352022043877,0.044768882654921405,-0.006586860763073521,0.019427658365640643,0.006959861499779257,3
more than blue,0.06956082482309645,0.05192628223248763,0.03173210544039706,0.04815853431788003,0.08244300362487131,0.03620734053332808,0.02747406780796996,0.02206683021140657,0.039507802432287575,-0.008826511831951517,-0.0026646869251133187,0.018519033896840703,0.060579236843014916,0.029585216509513595,0.006512122970039669,0.06025545585691566,0.054708654492188535,-0.049655796534892604,0.001549407082461346,0.0706810889972096,0.04365203088305844,-0.010548947706143064,0.017229880523805252,0.03868352587807411,0.0043833471126472345,0.06031918049877555,0.01688516477406124,0.012902882252921605,0.054640884371770726,0.04873152266084496,3
paddington 2,0.012627204109881607,0.00580081487530093,0.041163128704036406,0.02140802145326584,-0.023117007767297748,0.0062886629356336265,-0.009810491549188921,-0.032206018493056765,-0.06495641021729456,0.010366567147594263,0.05560969184861109,0.02507451087243351,-0.0026241730865635415,-0.03139109247757116,-0.04615946744699398,0.003786717097078507,0.04125101580640861,-0.023540491573192657,0.031485453055832335,-0.00014349822963144465,0.003996102374176719,0.04792090662292142,0.035451175041226884,-0.03051689397267432,0.021027754043756508,-0.07955659212452396,-0.021729838776352012,0.05059396928914675,-0.03237430879269182,0.02003012274608651,13
rafiki,0.007783984209555644,0.012823929219134778,0.032580316843999146,0.014062306528177526,0.01782156086017997,0.026328749778614713,-0.015925609281794068,0.027734655996904667,0.015108603626659167,0.03716462003615442,0.016217738539942267,0.008612142463674755,0.03047165315073258,0.01671175841722805,-0.03296799934615649,0.03639451060018395,0.022475926978483773,-0.03789904096066851,0.009495833975544904,0.03618640012940075,-0.009584296561063521,-0.03889195691148509,0.03849116633569144,0.032379295317000234,0.03853309693689891,0.055033127092838696,0.010315862588352931,0.024231341977572346,0.021177800096714133,0.00026710042651478805,4
ramen shop,0.03591709850380084,0.02491416223562337,0.04166734372628228,0.027553423597118487,0.11330857318799062,0.04314205739471705,0.03848292872918724,0.06159507229462677,0.08765136756794162,-0.006578383803731297,-0.004666778512532999,0.01773835061303905,0.081442926326483,0.06608352620417074,-0.03221284468826521,0.030803248314012432,0.07568397436635621,-0.023090360216386108,-0.02193394034664642,0.060834196599375334,0.025994671687718074,-0.014605749449016076,0.0513069070104929,0.04917928697581184,0.040748579666515794,0.05334467857321065,0.011324660911982809,0.03076618378480278,0.0404892918524595,0.08317840791426956,3
"ruben brandt, collector",0.06354255111845011,0.06519590043588722,0.10850438928029998,0.10886859496762971,0.09337738632266049,0.02160020996159842,0.03617937348966749,0.09005295740179983,0.1259698218616257,0.03576481599767187,0.02197361148551988,0.053004941662212895,0.10767571600724996,0.09150571804297208,-0.02571536511524361,0.11810262403731225,0.11394228000148166,-0.0394182987585128,0.017356296097279622,0.1226923947933789,0.02386102584115532,0.01602722391467079,0.034184803794059304,0.031770554806356266,0.05722123188868919,0.07350142047814157,0.03836419270986857,0.03854760973266283,0.061545274993052485,0.0607717304877069,2
saint judy,0.018311572647452812,0.022466351175116805,0.006888753654663765,0.060209366492331606,0.06812538864491235,0.026934769254714053,-0.0001454386026278065,0.04457677523345893,0.05033767528486238,0.038270292201250555,0.005070607108044162,-0.014458459775290006,0.07586543699829057,0.01960963720290071,-0.021475209610432616,0.011372990916251047,0.04178300118392653,-0.012094659502698057,0.015154710318552533,0.03903222555245939,0.024220439414109896,0.003991504462581563,0.059603821269670676,0.022545424187115914,-0.01565674573816997,0.04109920787810045,0.005543420338619626,0.024320933679109175,0.0314359953109592,0.023608770268206153,3
sanju,0.06104326970509957,0.05757948537879015,0.05938234640760473,0.05129551833385035,0.10130382564915547,0.028864639006681403,0.03834422139894936,0.07144512977493098,0.0726931741381297,0.006377456485636146,0.036170409318277086,0.03906701889614109,0.07975175745870536,0.03336960893212165,-0.047561057275875535,0.054414444603920586,0.059082533313078,-0.016484887697410522,0.021754993894084973,0.07318096433741783,0.016739698562837746,-0.006676585875938862,0.0854786516889339,0.041008670768391986,0.051545359401318575,0.09485182001294093,0.019620455533625764,0.03427785968239519,0.04828985384902473,0.08496061044006517,2
shadow,0.05895346598963341,0.07367731904307304,0.030717004542015147,0.07507591389638138,0.046253824416382205,0.06742711220689382,0.044149807048651846,0.04634013384180807,0.019398125364907065,0.00844598391032289,0.03378721987545372,0.0368636966719155,0.04581583606607842,0.058573020635564715,-0.03205362244827634,0.028125984236799434,0.03708553776353557,-0.050503086144742804,0.012871250666608741,0.06698953781740591,0.05061132270923108,0.010145303017656815,0.07224742736057416,0.06666850649575634,0.015848730113137505,0.04794546879969519,0.03338155389538619,0.03409596494261627,0.027919411243533115,0.085172143926527,1
shoplifters,0.013505169340029627,0.040435001734444115,0.017979543641272744,0.023814036865400096,0.04754687477155864,0.001292412697419032,0.009359450886544524,-0.010016919646766764,0.039050274953773,0.027162253815899096,-0.00214632668211176,-0.02155254413855104,0.016196093865567807,0.03503935226571017,-0.017701432460531435,0.014809982865593457,0.024747935200543664,-0.029280761176022158,0.0007752532067462625,0.04031386370728193,-0.0015998322031539614,-0.030335929764928132,0.0639277898050189,0.02834752538048857,0.03471545616501873,0.044817137360581155,-0.005633563551214249,-0.008951492512669745,0.043499308155586,0.0211874089061736,3
skyscraper,0.03063646920982882,0.05303666420161904,0.08194746594244035,0.01220560979706889,0.02421103315815437,0.0384620477005089,0.005630856761464381,0.01293460141545083,0.018725538207400416,-0.06747845715776002,0.050072373948560955,0.07199382079557315,-0.007111944106843043,0.05026792090653223,-0.03826499477305084,0.028552955684679193,-0.033032854775079196,-0.017144693416992346,0.058142754905192884,0.029718301873536468,0.04560441793836281,-0.008320911332866832,-0.003303819823495563,0.02451621827632644,-0.009134526420426031,0.04660595256339378,-0.02023170038491126,0.08114436309001039,0.059833727669900805,0.029972874781924647,8
storm boy,0.06440509625968638,0.05164308910700721,0.10492842993245036,0.07450550883851115,0.13363481820705111,0.042164551176653214,0.032597502351258495,0.0550535679438883,0.07689781798202888,0.03899005096167221,0.03853801835058307,0.035385114347630614,0.1201377437986102,0.08862162806479187,-0.04081166320057117,0.06495124861199636,0.07675178882341566,-0.035910122993494636,0.016041197530134943,0.067799073756248,0.055302977880159865,0.0021193037280577143,0.08880015940959568,0.058480539109056456,0.020556621852792167,0.05496958266119245,0.041033441642627455,0.048073552960083143,0.0578990359421947,0.05530628958981382,2
teen spirit,0.07135446894729452,0.048452483068468805,0.08663586561661352,0.0995457081195611,0.06230822008529638,0.029546662066276375,0.06991502810099115,0.03767581251951907,0.02330681702700696,0.043695481507687706,-0.005924394892860785,0.08285643109746257,0.04871288512157865,-0.01667443271541208,-0.0416729838737086,0.054095893502954656,0.0567427971447729,-0.04977001168803194,-0.00565756450585575,0.11128512699296067,0.04442957940417161,-0.005250702591791945,0.0845554638005252,0.03209380538237766,0.05627297602588441,0.06518420434998057,0.056899165328265805,0.0318215576614973,0.02270200069080075,0.10625509936812355,3
the florida project,0.018194716510003428,0.05216265676077092,0.08010674149968328,0.06621836145632323,0.07074488107619428,0.012533432790135357,0.049338655112792895,0.013996538638731876,-0.00012824185397627974,0.08805147545153616,-0.019527440983426306,0.0012681142374197651,0.03440582650788765,-0.008696519155759502,0.00015999973436024717,0.030580585581229613,0.07409485773876934,-0.00301932839651739,-0.008143740681748002,0.10098384123806595,0.0012010654007075655,-0.028431486873735895,0.05749831507060138,0.009031454940773023,0.09845815461466523,0.036862883800020396,0.05187580862548488,0.012041777582404795,0.01003855763112635,0.07040358475629771,3
the hate u give,0.05379592119824156,0.06874844547048845,0.022219730052698755,0.06650491981769904,0.030553622226418886,0.07667946648672534,0.045712193707369744,-0.08204262453135197,-0.017863156026359683,0.0797675464520206,-0.05453526821594601,0.05221766210288345,-0.042330640981152745,-0.017482010797726294,-0.011209046932421807,-0.021058282491668717,0.08896885534623808,-0.01450630015712115,0.014438658723738132,0.09058157280157017,0.0012726583799869406,-0.011913436213915135,0.05087451440385271,0.0005885200858493644,0.06330955568945248,0.009904179892001458,0.03800179532369882,0.0011975356064087839,-0.03386694856182737,0.04762182235631002,5
the heiresses,0.042668579360295666,0.0767504985009162,0.03973734331270895,0.06778729248310547,0.062150439390693535,0.021535037420605724,0.014013392483103043,0.003115031638843191,0.03086311314754603,0.026988360062744576,-0.012276933166387477,-0.00040719688004556276,0.01693423832450136,0.04788359874099296,0.0010288334699244395,0.0335668019805479,0.032440319636894976,0.010051466757870386,0.032484118923073874,0.0313978076068272,0.02012156238273577,-0.07554482059957324,0.07424860993288523,0.05650081598612705,0.00826128105268753,0.0501228846274937,-0.018771980694331947,-0.007011614695747265,0.025536052150679917,0.05795114185076233,3
the image book,0.07358207049308313,0.058462695666802955,0.07556820065841235,0.060393040194754055,0.14413363356467504,0.04484435014249544,0.062192453130462816,0.049493527984883434,0.09770002969596378,0.01816548830342382,0.05520872801095297,0.021700754864951405,0.09593587988090987,0.07504152418683205,-0.032505408862164686,0.049928651528407864,0.07120758947739825,-0.02689782626328574,0.04026129173511961,0.09547991437219974,0.03650531718316391,0.044268998201099696,0.10176589031221922,0.022165512514625757,0.02139824764123438,0.07474865963219823,0.04329201106541258,0.039548469549578136,0.06188430446209517,0.08644366753292698,2
the man who killed don quixote,-0.007429834486861131,0.06307543159658038,0.032298031151294815,0.017138979100120022,0.04025386065663375,0.01601937454209451,0.0021354085148378443,0.016032329528897882,-0.004201153717372841,0.014214398327305727,0.014295951966228376,0.022947942217340533,0.06338124213381513,0.027128886085239612,-0.006841236680542262,0.02144391723555203,0.01858962954107865,0.002406036154305735,0.014509234148222527,-0.011589210899101532,-0.0019257542375229197,-0.013469620073314925,0.056520027473670575,0.009198068537538406,0.017624973176542907,-0.011626938683056545,0.02390239893561158,0.003973034271838732,-0.0034397306082569468,0.05175564130146115,3
the miracle season,0.035169351114063774,0.010028088521242429,0.0033498446560222828,0.020687824525727566,0.017556369530821847,-0.0026279143090632284,0.008884621990485841,0.0177438729007266,0.03515370557138575,0.009610479190616888,0.007701709675447976,-0.007687975549098447,0.04816857694733301,0.03842271614510104,-0.029823965116368367,0.05485478406104269,0.03364554842367967,-0.01346857819686978,0.04115439390816045,-0.006879564542938088,-0.0021072969930494845,-0.009067950652165008,0.01528292846260823,0.022744455476037817,-0.031131095807721082,0.04813041656412523,-0.02108692612478766,-0.005440401800754557,0.022358514822096276,0.021862135575424435,4
the mule,-0.09568982126875764,-0.0631254842081388,-0.08156813130584203,-0.10540856067148471,-0.08215345285748138,-0.03948026617601605,-0.07462475186295489,0.10234203396680747,0.027587786464184166,-0.14380561000184067,0.08920522146532031,-0.03614581432431563,-0.05441461002697662,0.05006963664473524,0.04220111215662606,0.0035290906610296324,-0.08838719075356649,0.045839202620561625,0.03752221728332475,-0.08848464347011903,0.014979361485278397,0.06609831324284116,-0.08314859631644086,-0.031061637542154547,-0.07310215889992078,0.031301130278762024,-0.06687995502111568,-0.04295703552221006,0.06084832188154085,-0.09039911631566383,19
the nun,0.05723932897582898,0.08217707322155642,0.08016366414134064,0.10274746198052812,0.04039611447515354,0.04790072723357418,0.06468237649117822,-0.01977662999424898,0.011722947924276472,0.06625226549895083,0.04734211519082314,0.062281049412318656,0.012749389051668919,0.00780172392302847,-0.09275708789521095,0.013031840380250653,0.032703657187347496,-0.08932173297663365,-0.0016755607867962596,0.08516481214839411,0.04375533670637699,0.009952027050651707,0.013386980094458628,0.05182469784201013,0.0012212041989201616,0.014110448085421973,0.02240827289738423,0.061799322562243325,-0.0031817561532861416,0.016068421061202764,1
the nutcracker and the four realms,0.041238751316352656,0.04516558102473961,0.061272555903324144,0.0246050712647862,-0.0002186293718031418,0.026832298083383985,0.04252528853745108,0.0038535773018253117,0.022585819266780216,0.024428876612596545,0.044422382723094456,0.07359383180925137,0.014812695311931329,0.019978454101832827,-0.05888823015578726,-0.01592506990360551,0.03340827554357029,-0.016229964978377615,0.09072816528147284,0.023085871993761498,0.03774471819416761,0.07691022460914199,0.055983494956714924,0.059330499129298025,-0.041839428328244194,-0.01699050896381757,-0.007393498114292463,0.04245622790057374,2.5961081772163386e-05,0.00601039241200485,6
the old man and the gun,0.03684374296257251,0.013641429051944223,0.05808489452756252,0.05678496679881309,0.06645733586416083,0.0067026707519287215,0.04466711160543288,0.045490000284867826,0.0667798931233787,-0.022229363463128815,0.008690851224190749,0.010444090071651757,0.0817603933212949,0.032938493613453745,0.029272238556585256,0.04185538985385742,0.0686505420336736,-0.0006958183514821636,0.007221912207927006,0.05448178438663559,0.027201832960759995,0.033781493759699494,0.05653620919316474,0.02022486786862368,0.0331243714544637,0.05627918809915616,0.03336481553025267,-0.0066814345117871266,0.0199523965109136,0.05813082808779893,1
the public,0.08473840263150006,0.08039502177826027,0.06440905920606654,0.125340990250808,0.09112066072418779,0.061764929297816296,0.08055162693496046,0.09266762896314298,0.10756981982900832,0.06572260493321716,0.013934162599626654,0.05661358386041623,0.10789128501208833,0.05861661959762912,-0.011416327978289537,0.05414441690958116,0.07876531246732965,-0.032984217968819424,0.0308546226106218,0.10721428914068956,0.0506575106041422,-0.012989578488618536,0.10682218007599034,0.03796728531666729,0.05940729582116422,0.08845243289490545,0.0389632898432673,0.05507856068972378,0.07136219678352757,0.10760206135649591,2
the white crow,0.07339471170931164,0.08331027595538917,0.04475499765217952,0.009722330165893855,0.09232541409929682,0.050185036214468876,0.026807972739457397,0.043434137490818425,0.05751844200274961,0.013954655729798343,0.02118335864278459,0.006801858293600582,0.06323474777670793,0.07453804470267505,-0.04514477728857158,0.055119661389238295,0.054535597159343946,-0.06354469363320464,0.00563156425819894,0.039726297177296394,0.046035987405826095,-0.02268530290956909,0.09225614787607903,0.054387610729574404,0.00218846950000523,0.04569036792510611,0.0034949521866940447,0.03619843027846162,0.05197664535559446,0.02445686369436148,2
the wife,0.016317860256796143,-0.014789066062878359,0.0016746489095125633,-7.572338295652736e-06,0.03788255670408587,0.004103787927528232,-0.0081542592394874,-0.00926564947561806,0.021334481002616534,0.05684985979552337,0.0037064729607635682,-0.026878149236174237,0.05078690938077532,-0.006572166283691977,0.006289300509146417,0.004296285194464067,0.05042155624461547,0.006456562059067333,-0.0021310780912674604,0.010048352463433899,-0.010742111724489148,-0.0640287001369775,0.05105365145767811,-0.014113663356941211,0.03464766882598544,-0.04020134260075489,0.016483492525824817,-0.015483919075589464,-0.014639694906439238,0.03324477695159016,4
"three billboards outside ebbing, missouri",-0.07975230659528432,-0.06765699652135881,-0.08564019857496821,-0.06392193350601996,-0.015730501283228004,-0.0872212221204802,-0.028812926367334152,-0.10890834676625413,-0.08974488067800665,0.08327598390990024,-0.15017988448468417,-0.05191085363143946,-0.06090980803330001,-0.1089775617834659,0.12156561603782329,-0.038002987843087865,0.019678954727417403,0.09789739089384261,-0.12103406440565684,-0.0028893125529531605,-0.08756902163522784,-0.1423356648328685,0.026946873668640292,-0.09901491080889052,0.14126363454755314,-0.11256119952826696,0.0936836835110918,-0.07841926607313929,-0.11160207827245555,-0.07256975227714493,17
to dust,-0.0006113271553490618,0.013974894666987536,0.031137768888458567,0.05225840597067766,0.05439218292259518,0.018177764124111706,-0.005807723910421392,0.040334016109317694,0.03669858829640016,0.0243938667232928,0.002052163905467891,0.00848613622727351,0.011920785703332382,0.03076082984306655,-0.005648355972588892,0.0362351329118446,0.0164243481879687,-0.01023253499931534,0.012512664312595123,1.8710165141266888e-05,0.006153492985970177,-0.0037660577652446903,0.02695318364802257,0.0014167004461421995,-0.000591743955396351,0.05027649360681197,0.020117992796779394,-0.004287294071835285,0.01649361212989267,0.022093981549130504,4
transit,0.08376802206957235,0.058886115977451386,0.057034887455768984,0.05713252667905977,0.07460317347272133,0.016016632284433008,0.040523647710054095,0.06521316034473643,0.037869284018579225,0.004189493567461899,0.03036384841555098,0.06174038443905114,0.058135257393732376,0.048325096012610314,-0.028579031093087043,0.058660085180799626,0.055310314020395435,-0.05796933241647145,0.029297450317703727,0.08714456062465198,0.01668183517697519,0.011688446473595765,0.059814480024966754,0.005448945232148145,0.029727461016796186,0.07415169203586172,0.04937145296829165,0.045707423327416036,0.04887138022931914,0.07291548316035051,2
unbroken: path to redemption,0.04662558995694009,-0.007685416829382258,0.011700764727206464,0.01992382895982589,0.008301456611400165,0.001886981449210831,0.01622318575381533,0.07831278006402573,0.06374815292107902,-0.04767840223576303,0.060475208240822975,0.02361521063420924,0.08857596981235766,0.05481519580473124,-0.022682049003507565,0.031371919081522426,0.012233605737144826,-0.0056126591119159686,0.059196107614720606,0.013202621183126928,0.01717344836044217,0.05200629605217591,0.03930507135564057,0.02478619333560242,-0.049745841099971544,0.03513553520422194,-0.07824507536132821,0.018421323703506326,0.09690406590385488,0.05513159600344819,8
white boy rick,0.0766550911920581,0.028603970882906837,0.020276313315429575,0.11126600866025775,0.0050772444306616815,0.04695257127978936,0.0769219115690753,-0.009397391060236376,0.0010643602306864564,0.04535443605148151,-0.02200773097283243,0.0029773872811059143,0.011199122487344726,0.017992267168549625,-0.0018271709942100645,0.052573699081125386,0.06181206703341048,-0.015185030312504094,-0.03449057816328849,0.07177040875516368,0.04096120910722782,0.02945980386830052,0.04206416762887652,0.024636844527283736,0.04010674874263498,0.019186100173257475,0.05417532441149944,0.047530333192563515,0.017022586365275427,0.07572112627596088,3
